query_idx,text_hash,true_label,pred_label,confidence,latency_ms,source,tokens
201,163672df4d2fa4877375bdc995c1ba48cd548386d7f1f5b5b548e9f9b8a12adf,pausa,pausa,0.75,0.0,deepseek_api,150
202,5c5048ab5587f8768830e1eca315febbbd176879c918bbcddbf0eba721f2bf69,pausa,play,0.85,0.0,deepseek_api,150
203,3c6b31bdf010c00c54723e08aa5f6e5ed6a8c30f471c0f7e0354cd8794335344,pausa,stop,0.85,0.0,deepseek_api,150
204,b5ecac7b34a1a1075fe4874535254b206ad5512c7e279ba108a436d6634830d7,pausa,play,0.85,0.0,deepseek_api,150
205,7e59aec32a35cb63d6c4c6ac35fdf87a7b19315c9f0b3b56afa8f55ede8d6e3f,pausa,stop,1.0,0.0,deepseek_api,150
206,5038fd3290cc7bbec4ac4640a70d2200097d887006ce6f7b0dd9c9fa8f325a33,pausa,pausa,0.85,0.0,deepseek_cache,243
207,a36c562436028006f3f931abe4f20ab448cee1f5412d8b352f01041869382ba3,play,play,0.95,0.0,deepseek_cache,276
208,69860f3fb6b44a1afff5e38d13fc7f909ab7ddb029e22c2d94690eeba903f45e,pausa,stop,0.95,0.0,deepseek_api,150
209,317cebcc884449e17b6cbb2b7a92a38d1a6f8e9a7eb88f41c5ed6563e623e066,pausa,pausa,0.75,0.0,deepseek_api,150
210,62598dd1638dae3538b77df625d966210f0576f2e5ed200a1086a93e80826c84,pausa,play,0.85,0.0,deepseek_api,150
211,fbf5a9d86b0435c0c2720a64c4a39c6ffe665671daab502e1ff5e0ce25531a82,pausa,stop,0.85,0.0,deepseek_cache,263
212,9d02dca510ffeb3d4449b4a25a6edc34677af32d2afa161a177b8343fb47b3a9,pausa,stop,0.85,0.0,deepseek_api,150
213,1adf80ca43d917e520f8a1fb9b09fa256608e2731ac706a91707ca17183eb29e,pausa,pausa,0.75,0.0,deepseek_api,150
214,32ea74afd7376a08a8d3c28bdcff46d75bc65f13678357a44dfa7da0e4f53d52,pausa,pausa,0.7,0.0,deepseek_api,150
215,aa24c2d21c50879261603984bad34075069af1bddd56d6a3c972090b21aa0cad,pausa,pausa,0.75,0.0,deepseek_cache,293
216,c0909f841bfaad4ea32046ac1724f8e55e7d0ec64fd45ff3adcf2c768587e235,pausa,pausa,0.75,0.0,deepseek_api,150
217,a5c879ec847c506f32b1ff41f9c96912c4a103eecbac90ebfe037d699f39ae85,pausa,pausa,0.75,0.0,deepseek_api,150
218,db94c8cb0da8432d50068e2907d000ebcc7e85c68138f9fd33e005b85f9585e4,stop,pausa,0.85,0.0,deepseek_cache,260
219,3c23a88240788a6cab4951b597076c7fdd83ceaa56001b9d942ad031cd6c4a5f,pausa,stop,0.95,0.0,deepseek_api,150
220,2749d02a325d97d7e43895648a5e3d79988c2dfa9d9efaca457a2786b8a5961f,pausa,play,0.85,0.0,deepseek_api,150
221,9eba628a492d271f995c3d31403c70e0b298999f263351de038291a6d5b1eec9,pausa,pausa,0.7,0.0,deepseek_api,150
222,3b7d81340ef1129a03dbc67ac3c1154316c76f42a4db80dc178d62bec445c4e2,pausa,pausa,0.75,0.0,deepseek_api,150
223,709f485136a3c2d639a52a4eb7edd89ee9906fffd5125d1d9a7d5a8015a2b268,pausa,pausa,0.75,0.0,deepseek_api,150
224,5dbdd2c0f3388cc9f26c75b54f5681bb4af1e75a29a18496690cf55676fc9525,pausa,play,0.95,0.0,deepseek_api,150
225,f36788ba330b5f5c4348ec156410d33a95bd7c1134fbbb8bcdc83565bca70872,pausa,pausa,0.75,0.0,deepseek_api,150
226,0a0b6f265ce5869906b5f59658f63bcea9b192f8a1793acedb58ab9687f20550,pausa,play,0.7,0.0,deepseek_api,150
227,26939377f44c2fb2a579c2cc5dfbcaa5ce7a8345bbe62ee1e2a4dfc788557f78,stop,pausa,0.85,0.0,deepseek_cache,279
228,47348fccc8c9f3a3bdc291169e76b60a897a5738755b31d0f5baeb00718582aa,play,play,0.85,0.0,deepseek_cache,341
229,3bc12ea5911c6a743716737c8a0abf288318cec5f6b29e5abcea106c118e6706,pausa,stop,0.85,0.0,deepseek_api,150
230,6be69a87b0c5f9cecd390be5b62a0cec4b40021c0ae2ab58a07977d9a5017d48,pausa,play,0.85,0.0,deepseek_cache,268
231,7e11540737728acbea5b84a73f16a4c66c4efe23741eac10298d0a84cfb4a496,pausa,play,0.85,0.0,deepseek_api,150
232,4bede0fd5174db17d4c031c2bd0bbc7f7356ae49f102bb5735ddde7c7764bb3a,pausa,pausa,0.75,0.0,deepseek_api,150
233,89cff7709759a822034aacfd8ade8ac793e08839a7950333dde1677ec467b74d,pausa,pausa,0.85,0.0,deepseek_cache,301
234,fa36705054f35377b5d814b60f42efb1fe5afeb6e8545b54a9af290b5ff077b9,pausa,stop,0.95,0.0,deepseek_cache,254
235,5cee507710ed7385b23c794f5724e7c1e465cee5da5d65a2b6c26bf89ccafc94,pausa,pausa,0.85,0.0,deepseek_api,150
236,661428a0e32b9c3b03394b2e5aa0a8578ff858a3d8b762883455a037c736e59a,pausa,stop,0.95,0.0,deepseek_api,150
237,45e714a6a93822e75a4a2c6319e0b9c04c64a3f74b7813a0cdc380f6cdecbecf,pausa,stop,0.85,0.0,deepseek_api,150
238,4ead21be24c0811e2bb544f80a0366f6af26e4e5c4e5054bc27f32900886a18d,stop,pausa,0.95,0.0,deepseek_cache,264
239,0c35e6155a94c3d5bf9e62638a946d11b9599b28ed46067c7826a078862288e9,pausa,play,0.85,0.0,deepseek_api,150
240,027475ed0871a18a075d18b5f99065c37e4516995e4ffac36308908de84d13c3,stop,stop,0.95,0.0,deepseek_cache,289
241,e967ad2d270819c0e2c846cc9f3569e5532e6e4e688b3c9a34cae24d32cd2027,pausa,pausa,0.75,0.0,deepseek_api,150
242,e205d491b339d65017db2aaabec3f8940e51b9eaccd10ae9920671a613170283,pausa,stop,0.85,0.0,deepseek_cache,238
243,c168a72c7fb2c6afa00f79341d7a6451743c6483370693b2213e870d8c8d7a20,pausa,pausa,0.7,0.0,deepseek_api,150
244,16dfba87efb823f8f11ad5f43976c71aea6340474908838cd367522d0d3c9ce3,pausa,pausa,0.7,0.0,deepseek_cache,285
245,eb104173ae9d4c4d8afaf7f3cd0616a9b3c1f5a2c0484d042a7b129561bffbb7,pausa,pausa,0.85,0.0,deepseek_cache,268
246,960cb1531376846cc63bf081b850a483e5f0581fcdbc511555f965fdbe4f1eac,stop,stop,0.9,0.0,deepseek_cache,359
247,13af74b742af8ea491bd07c2e9ee5a44ff189a7396b9dcd126a12b7d19336e3d,pausa,pausa,0.85,0.0,deepseek_cache,300
248,90744435f823e50d2db65ec8b33d63fe5eb366d4337432eeb6b7efe3e0020680,pausa,pausa,0.65,0.0,deepseek_api,150
249,db3fe3943a3dec13fdb47d1471be249416facc819b20dac2ceea50f000def945,pausa,pausa,0.7,0.0,deepseek_api,150
250,c88778947036a97a1c73ea1e1e922eb12dc4d7fafd136a6fe1197a395fbb8fef,pausa,stop,0.95,0.0,deepseek_api,150
251,4f9965b647d1d7ebccb5fa2d13f2e0bf0d6342824c9a8a0f834ff431720f8902,pausa,play,0.85,0.0,deepseek_api,150
252,05f850e30f1066f18ad2eab938130bc37957ef93ab3ddf0a7ca9e9236152f1af,pausa,play,0.85,0.0,deepseek_api,150
253,c29eddb642fdcba47c13423f2051ed6de17a6d9a18364a2d29bc3f5f49ccf449,pausa,play,0.85,0.0,deepseek_api,150
254,4e5dc4208fe47f7a2213040fdb46a4732f627bf39e6a76b848acf931b9820f69,pausa,play,0.85,0.0,deepseek_cache,268
255,620acff0875b40b9d76f409a852793c22b8aed4feb47ae4026b6544c1b22d7eb,pausa,pausa,0.7,0.0,deepseek_api,150
256,0c44744efe7b3c3c787df86563459ccc7a132f0f0d789068f9da2013bf908ab8,pausa,pausa,0.85,0.0,deepseek_cache,257
257,e63de7c84d899d7e9bc6b11b04d2684d3b78a3dbe7ed8b6e726eca9502af6d8a,pausa,stop,0.95,0.0,deepseek_cache,369
258,fc6f3eb84acc8ab293adaf6475b7f1971365aac268beb00a94aca6d63f940cbb,pausa,pausa,0.75,0.0,deepseek_api,150
259,38545f172463cdda694285488d0eff85e7cfe5e8bd8f7d2e87fb301256a545ed,pausa,play,0.85,0.0,deepseek_api,150
260,b37ef8bb9e8aea6389ebaec8eadb1544c3a2977e45d98eb07a7f3d2ba0684fde,pausa,pausa,0.75,0.0,deepseek_api,150
261,546b2c4ca8544cf936d71095f3e4a089a278f8b8d921c7a4dc72201f0c7d5c39,play,play,0.9,0.01,deepseek_cache,267
262,3b4ef53480bc78649b57d8895e021c0bf9906ac44b562096a73962bcac1be380,pausa,pausa,0.85,0.0,deepseek_cache,300
263,23b57056a9b1330b0ec513dfb71d60ad1a0dfa97b295da6b87e09526acd9916d,pausa,pausa,0.85,0.0,deepseek_cache,268
264,b2875ffbadb0fc2578b7e04e4051d533645a5b01b7b4c602f5ebaac7f088e0cd,pausa,play,0.85,0.0,deepseek_api,150
265,77db23f76871567d3c22e8ab8a22ddf677ed315b17381db16a6b55aed4dd4357,pausa,pausa,0.7,0.0,deepseek_api,150
266,aba8b9553c4c3d26f8eeb932b64911860c27836bcc1d63bff3c739a6b03c0577,pausa,pausa,0.7,0.0,deepseek_api,150
267,ff123f925c04598f28748e249e8a4e2ea2ed3bf9aae1713420f312e4945afd38,pausa,pausa,0.75,0.0,deepseek_api,150
268,109a5fcbb0e30f20469eca0ca453fab9c458da30625b8d3317b38c68cdb18f0e,pausa,pausa,0.75,0.0,deepseek_api,150
269,e2ba3ad14369f2083a8e8f6b45d0b0b0eeb423ae480e817785a0266dec250c50,pausa,play,0.85,0.0,deepseek_cache,287
270,941e279fe4cb0c7de6c267e37ad5bcefb45c1bcdfed08b2d85cd0983aae3395b,pausa,pausa,0.85,0.0,deepseek_cache,279
271,e466aa34f1fee6eddc198b8a436fb8480574d59c4ce6904298c64521232a09cb,pausa,pausa,0.75,0.0,deepseek_api,150
272,b468c58dbed16c644ba539e8604d11bc57da77e09be6de6a0aca5808812a86e6,pausa,stop,0.85,0.0,deepseek_api,150
273,3a5b76b5f89d3df7310a91029d6741c0201f3f0754e5c0c7a8c87963ff1de341,pausa,pausa,0.65,0.0,deepseek_api,150
274,f3274d640645681a4226c5153fde08204ae66e72bcb8622ec46507487cc8b69b,pausa,pausa,0.75,0.0,deepseek_api,150
275,038bb95919de3dccda33302cd38a983ce2aa572d746cc989aecf39f4206a2f2d,pausa,play,0.95,0.0,deepseek_cache,237
276,c126d2062e11518be639c124996082ff764f0824cad85f9d4892a194440a42b0,pausa,play,0.85,0.0,deepseek_api,150
277,3afc3a413c9720c7de37e0ff5a7b2fb359405fbf9c7eb2eca038aa6d3daa06fb,pausa,pausa,0.7,0.0,deepseek_api,150
278,6f1a18deb9ce3ac28137edb6c81543a4e5552083c0e3066cdc756edc570e0344,pausa,stop,0.85,0.0,deepseek_api,150
279,81529d75c7a7dd1cd30819d510bc6c52324ab89a5e9e68e330ef65c34f93ea75,pausa,pausa,0.75,0.0,deepseek_api,150
280,81e795179cad1652ea0ad25ddbe3fbbfebb31e52cc9ac230c554e9d6c36ffda2,play,pausa,0.85,0.0,deepseek_cache,272
281,e6b1729aa2032bb78d6426b01a461a55d8fa894b88ee99221e69c3cdc33f6e00,pausa,play,0.85,0.0,deepseek_api,150
282,3df60837c60dbc6e22da783114380d72ee85da08796eb6d79b3bf178cdc788df,pausa,play,0.95,0.0,deepseek_api,150
283,e5883cae55dca1667c754deeeab4e601e9d5e5866615870cfff3f6865450de08,pausa,pausa,0.85,0.0,deepseek_cache,274
284,0e5a9c08c96c71709860e63684aa03e12451804f060bb8fda8bd8e9a35460784,pausa,play,0.85,0.0,deepseek_api,150
285,e202aa05894906653558aaff19fed832680d8cb17da7bc7fab9f91ba927df487,pausa,stop,0.95,0.0,deepseek_api,150
286,fc7733c85e559840d64911d4ddebd3fe9581a18d23c89983adb1dcc2a43542aa,pausa,pausa,0.75,0.0,deepseek_api,150
287,302c1f85595999acd2480bd651e164d6a4c63299b439cf03cb0b46ec8385a7f0,pausa,pausa,0.7,0.0,deepseek_api,150
288,ddaef04dec17d497ff6af063502f72a48207a4afc02a410fe39cfb4e0a678cc3,pausa,pausa,0.7,0.0,deepseek_cache,262
289,07b966ef42125793850653859d88dcf5a11402bc8d7f124c7c24dca84ff42085,pausa,stop,0.85,0.0,deepseek_api,150
290,5bad99cd584287859c765954cd2ddee3bc20a41e73a5b82edc32b34979582bf8,pausa,pausa,0.85,0.0,deepseek_cache,263
291,8fe033e6f5162e63a4c15187bfbb9a2e269aaaef50861f774e881caf24a4aba2,pausa,play,0.85,0.0,deepseek_cache,360
292,08a8753bf7eff533adaaafef1ac4381b76821561583fc47a7575b1745d248b06,pausa,pausa,0.85,0.0,deepseek_cache,292
293,ee7f2eda665d9e63a2e8d15c8dd30c82123e1fd21937ac6817c8262c49415a7e,pausa,pausa,0.75,0.0,deepseek_api,150
294,0a6a27d95d8631292f8c0291dd2e7fda440ab4b6980cc8d3d7208d521ce2238b,pausa,stop,0.95,0.0,deepseek_api,150
295,9954363959fe20196d514c4871085a2f5e805d6a7ca589105f7c6faf5e9224b4,pausa,stop,0.95,0.0,deepseek_api,150
296,299cc207ad60dd38ae6a66b3308766f6bb86d35f6711e617c6e39704a1cc6093,pausa,pausa,0.85,0.0,deepseek_cache,269
297,0eb588ffa92d8390744885e32f8c9b737562f378f6eada53b4cefe480a398faa,pausa,stop,0.85,0.0,deepseek_api,150
298,6b2d268cb45906267168f1de88541cb12e32bbafdc60f633d071953c5b067fe2,pausa,pausa,0.75,0.0,deepseek_api,150
299,16d21074d7444a05bc48046246315c7d35ef0410dffd78d79893e4e8ef4459a2,pausa,play,0.85,0.0,deepseek_api,150
300,ac9e40e3f8528fa8a1638d28b4aa6f0e870fa3c4e0f1814e27be8debdd348958,pausa,stop,0.95,0.0,deepseek_api,150
301,50d2ef31ae8ef096f1e6ba4228819bdfdaa59f46fba7ea36c9b8f87a93995d9c,pausa,stop,0.85,0.0,deepseek_api,150
302,2dd6f3d3960624ee67a2fe9ae4a8b477669609690ad54a1f33f75b9d24fe544c,stop,stop,0.95,0.0,deepseek_cache,261
303,264a00501b6fd99a06f166f64a776d13f93339f26d242050592fbd4cfc2e56e8,pausa,play,0.9,0.0,deepseek_api,150
304,527906d9b3faa51f4dbddc0f0edf56ecd8060a0130fec27fd1ae36b31018fe83,pausa,stop,0.85,0.0,deepseek_cache,301
305,786c1dd04bcd435ff7f95195a5f075662a45dfd80a465d988e7b86ebd4871a59,pausa,stop,0.95,0.0,deepseek_api,150
306,af4f5c14edaf2e8b4341ba31b4aa0b79c7cec24729dc58f4352fd2a24fb27eaa,pausa,pausa,0.7,0.0,deepseek_api,150
307,3ae13c8d66431f7560b91e241af8bcbb09b1d857ddc59b033463ef4c47b92a6f,play,pausa,0.7,0.0,deepseek_cache,267
308,240a6bce342f9e7762e661ec1dec0caac20b353782f99c55924417e64100cff4,pausa,stop,0.85,0.0,deepseek_cache,242
309,e12e6134c44d2a38c0aa9dd00ebcd3dcbc0d76546e4aa13007122c3c50e95dd6,pausa,pausa,0.75,0.0,deepseek_api,150
310,781aba4f60bc9014674505b3ee859a338f601c7a2b9e80e68d7d949c7cd8bea6,play,play,0.85,0.0,deepseek_cache,227
311,50df4849e1e5107a65cb526815710b964adfed4e1988b57c3c221413be0d2234,pausa,pausa,0.75,0.0,deepseek_api,150
312,3a766e99381441db9b764479b45571b4bb2f7ea0e41a697e6accbcaf4c851fd1,pausa,play,0.95,0.0,deepseek_cache,226
313,82a6b4eaafe5af9acd4814932fa159a69237e3633487b95590b95c6671f5d663,pausa,pausa,0.6,0.0,deepseek_api,150
314,44ce8b782174a468aa471d06b51bb867f9fb807fa47ee6fbd553995d22eef08c,pausa,stop,0.95,0.0,deepseek_api,150
315,ee7142a3feae2c5b4d1c6ed1dfc0828005092b7ae7d75e288bec088b9cfd4add,pausa,pausa,0.65,0.0,deepseek_api,150
316,eb14f5514805a51eacb0af12e690c6625e796a5a74c268dddf3767ad4945be36,pausa,pausa,0.65,0.0,deepseek_api,150
317,5950aeefbcd88f2c08bda690437e3b9d19b8916a81b589219c714026f77217b6,pausa,play,0.85,0.0,deepseek_api,150
318,2f3a2a2621f1a0a890f23798ea1a827297c40083b74d5ea4f05e08a65a85043e,pausa,play,0.85,0.0,deepseek_api,150
319,27c98ec4585ce1d5b545a4839e354dfc61318d5a588bba20aa7607fe2c0e7fb2,pausa,pausa,0.75,0.0,deepseek_api,150
320,f471e869b897c40970ecad3e7dccffb45b01202fdaad2b20de89900ee099b16a,pausa,pausa,0.6,0.0,deepseek_api,150
321,d7469d2fc8dbb4b0c26f4f742edd3cf214a8c5998c3d0e85e9bef216685947a4,pausa,pausa,0.75,0.0,deepseek_api,150
322,a49d8a8cdbc6d07991e96b689b500e11d6a8366c882434bcd67132b6e1753018,pausa,pausa,0.65,0.0,deepseek_api,150
323,941d29fd7c4354242b72268ca2f0303df61f9d6a722179067e08233d70a37f64,pausa,play,0.7,0.0,deepseek_api,150
324,8c25b6baac9a2e353c1f7b390db0d4585c8ae90de5486b765131d1e38a5e58c2,stop,pausa,0.85,0.0,deepseek_cache,267
325,a2fc1798212b31cace9fc5c748dc19193f15e1d43b24ce06d362509961cd80b9,pausa,play,0.9,0.0,deepseek_api,150
326,54fbd34cb00461b7490364e3016d3eb8368e3fd9e5cd2f3dd77a11501b65cf0c,pausa,stop,0.95,0.0,deepseek_api,150
327,3efc314aa8abacb8f732e991fefe05cea4e5235a806ba28a84fb2af22ea57674,pausa,play,0.85,0.0,deepseek_api,150
328,ee28bd0218d70c1f7a117b27ad1bbbcbe3079325a1690824639a5dd592a94917,pausa,play,0.85,0.0,deepseek_api,150
329,cc8bbcfeca8e56e22e12b3c47bd0f8255314407fc0a9049ccb8549be8583f023,pausa,stop,0.9,0.0,deepseek_api,150
330,b0e3d43dbbf1f4b62d7ae36b08a2023c8ba8763148034cd99fc036d9dcc8c40d,pausa,pausa,0.85,0.0,deepseek_cache,326
331,0af94b83a8a1846ba48dbdee54faad7b7a486396a1632cb09e9bb789a44a00c9,pausa,pausa,0.75,0.0,deepseek_api,150
332,7410fc36e22307782ad263d4482fa482dcdd492c06cc6a8809cfc1abc0f41f2c,pausa,play,0.6,0.0,deepseek_api,150
333,f4e9af069887e87cabe68ed5c846f4b290dc4abf973a0398c14a51c59a31232d,pausa,play,0.75,0.0,deepseek_api,150
334,fd7f1b71ec451476de077c216cf12cc3906c393bea5c6f159797a8479d46c224,pausa,stop,0.95,0.0,deepseek_api,150
335,a79af94d5179033d51bf581bbc88ef662f01725772de814fa6caa3ccf671410a,pausa,play,0.85,0.0,deepseek_cache,228
336,061f3d6baee8793080f4d6ad0ec5725aa96040d55c6a41a4cdb7df7393cf81f0,pausa,pausa,0.85,0.0,deepseek_cache,290
337,c9f9feb7b083cc783de11431e9fa9573f5f4c3fa3d7bbc57c43d97ec6076ce28,play,pausa,0.85,0.0,deepseek_cache,318
338,9971be97f813f946f495f1b875f7d37aad21f0426fca9a7ce3a632368a8bf7f8,pausa,pausa,0.85,0.0,deepseek_cache,304
339,b6789c47adcf8379b35b5def06dd6e0a34d44832bdcab92ed9dc320b149595ea,pausa,stop,0.95,0.0,deepseek_cache,256
340,f8a0df5a23a81b5944356bdad3036bbe7a6ab71a2d7c1157064ad579d52fa5ea,pausa,pausa,0.75,0.0,deepseek_api,150
341,10f8503b15739f8cc0bccf2a07309ae39e0a638529a8f1e9a0d4a1cb514e0acd,pausa,stop,0.85,0.0,deepseek_cache,328
342,908e3c5d20c7fdd32dc5ba2e82f8cac0ac155fe4b24b0ad97ccb50079d8ccff1,pausa,stop,0.95,0.0,deepseek_api,150
343,2b6a846e2035520cbad56c0a1b2b6bf942d8e70f2a86bf407daf10d984b0325f,pausa,play,0.85,0.0,deepseek_cache,295
344,6300e20c9c850507c80dbe1c1fe0b85440757b24acd9bc3cb69ed24a4d2bd635,pausa,stop,0.85,0.0,deepseek_api,150
345,549c27565c573a15b3272524dc22405339820f8b8217970688d4052c72f70220,pausa,pausa,0.7,0.0,deepseek_cache,214
346,eb7bf3eaeae74c54be27d17c983d16e1a8dc08f1ec0aec38cd83d977ce785123,pausa,stop,0.95,0.0,deepseek_api,150
347,fe052d49fa5ccefa1b56eec1f38cd3d114e40f466592a2d28d9f6e8ec9a0d8a2,pausa,stop,0.95,0.0,deepseek_api,150
348,e761c6771bf55d7a9a20659014b15c806570e54db57854111f617fe894ca9ab6,pausa,pausa,0.7,0.0,deepseek_api,150
349,ab4c194ca0bfd6f443d23dddaa9dbe7131f9ead6a3b6b89a98875f5acc888559,play,play,0.95,0.0,deepseek_cache,258
350,10ad12bdc090182f2c099d45a0aaeb2731841a3255dbe9ef23c09db48e771519,pausa,play,0.85,0.0,deepseek_api,150
351,030adbbe65b696a90525be5c704aac3f493f8af1f977f8c449c6cc8529560af2,pausa,stop,0.95,0.0,deepseek_cache,270
352,4a2ce2b9061c63d2bb8299c4def6ebfcf6ce15cfbf496adbf56ad41aaac48e19,pausa,stop,0.85,0.0,deepseek_api,150
353,a13f4ba1ec42acdfca23adf011ff3a2782305b15aead36523788570bbc275673,pausa,stop,0.95,0.0,deepseek_api,150
354,f9d4aa118afb909f1be425bfa99d2f4bfad2661a441f3fa35369bcfeb8118238,pausa,pausa,0.7,0.0,deepseek_api,150
355,8457c17c5e8b533c487144b75649f8238bfe7bfbf707fe4e5333368467d69ea0,stop,stop,0.95,0.0,deepseek_cache,289
356,a627ce6e661f7ce8fcb813ac56e3eb6514a2d151c85a2e60bb8150afc4426438,pausa,play,0.85,0.0,deepseek_api,150
357,3b7f8bf0cf46806d15878f89f6eaadabc9920d16537d552e2f0abdded2a26403,pausa,pausa,0.7,0.0,deepseek_api,150
358,4cfd649b12bb64c4d3ddc97d1e3f0db5412b6967eba1efef23d0342c222a9cce,stop,stop,0.95,0.0,deepseek_cache,309
359,bada0dc043c6a774f4c4f1e47a73f305fd92c06f298bb827b0e3b830632771f2,pausa,play,0.85,0.0,deepseek_api,150
360,142639bdde37002b74c8df3c590a748b09886620e21012726494b2e36077608f,pausa,pausa,0.75,0.0,deepseek_api,150
361,6bb18e6862dad03cecc045c43c4e87aad63079d12dc8a8943b2b11420bdf3c56,pausa,stop,0.95,0.0,deepseek_cache,275
362,18f6fb9e74dff73d9091fd311a29c996264b3a1d36974dcd2a430e5e64a06c2a,pausa,stop,0.85,0.0,deepseek_cache,279
363,f4a8e10db4bb364877cd51d7b8be0b0cffff6272ce725a87e1d5cf756eef2961,pausa,pausa,0.75,0.0,deepseek_api,150
364,ac11da801e7ecc58d09b7991ed7e93800b11b821a9bad63ba306e66f32eb2228,pausa,pausa,0.75,0.0,deepseek_api,150
365,c2e824af64c6c136b5aba35cd0445a072f75f65769b7d69a23cd36c7f5ed4e3a,stop,stop,0.95,0.0,deepseek_cache,299
366,09a06099f012ed176d05845466a203ff7a1dbbddc4c9b3f4d0dbb570a2965349,pausa,stop,0.85,0.0,deepseek_api,150
367,6ff05a310a6d6b24743dcfa5df02131ca7284f83cc2404e8ba7c7b4153753779,pausa,stop,0.95,0.0,deepseek_api,150
368,a81a67d208ecd1c9e09536dc2ac8642fa2b2535cad422758f3f8e3770726afb9,pausa,play,0.85,0.0,deepseek_cache,228
369,4915e85c49ce8712f5648190c40646000567f9419bb581b15dc26ab03e652d57,pausa,pausa,0.85,0.0,deepseek_cache,264
370,a064810a11ecf832b0a38b0fc890d4efbb457cb575ed04c7865b24d9c870ff0f,pausa,pausa,0.7,0.0,deepseek_api,150
371,127fdcccfa1e38bd844ca45d6dc75ebb6851d5fbe05b064374a0441ab3568bd2,pausa,stop,1.0,0.0,deepseek_api,150
372,a66dd3b911179b482d8976b47a97ed71438e3b062a54f4bc0f258e784496aff3,pausa,pausa,0.7,0.0,deepseek_api,150
373,609d6407df275cd93005d127a2627ecb88a62f9e7f7472552754dd40b8430d77,play,play,0.85,0.0,deepseek_cache,223
374,9c7bd7d588b8ee32987bda4f097cd205bc03ccc0f8f8ed18e2f73c4a23868c57,pausa,pausa,0.75,0.0,deepseek_api,150
375,f763cc899909632f1aaed4afeb5a9adb90969732a1ab952aaf46e8b0be38a4d4,pausa,pausa,0.7,0.0,deepseek_api,150
376,ef2fa44f9a72cca63bd36129cb38a4af248dabecb30b84e4ec484087c8d65344,pausa,play,0.75,0.0,deepseek_api,150
377,f6aa781710715c5965877e926671ea9aec3a3bb3a6b8ab3d57424472f81bb37d,pausa,pausa,0.75,0.0,deepseek_api,150
378,7379519e44871e579712c7da6f6115a1ebb62545b6c12ec4f44ccc51626b0af3,pausa,play,0.95,0.0,deepseek_api,150
379,32e2ea892070d812d290162e0566d153dff3c1d842abe5e7a2c506d1ae03472f,pausa,pausa,0.7,0.0,deepseek_api,150
380,fe0a7feefe2198d4e5c02651536e6848beab8f4359bb528e134c58023aca77a8,pausa,play,0.9,0.0,deepseek_api,150
381,a0bb2db0dc3aa77e8d0912dd285c74695aebd17e57321d4abe273dcb039c8105,pausa,pausa,0.65,0.0,deepseek_api,150
382,17dd0fc9ccbd6971138ccd0403c1fc1222aee1faa8da99765ac345c18769ed4c,pausa,pausa,0.7,0.0,deepseek_api,150
383,1fb08f21f595dfc27baf57eff8eaed1794ee2c832f4d70bd33f36ac13fe2982e,pausa,play,0.75,0.0,deepseek_api,150
384,b057a491638bfa53039cb448901d376d0fe9a5c20f42969bae05345bd0b2ce57,pausa,stop,0.85,0.0,deepseek_api,150
385,430367494f2aa265face86db19775a6601870a9d7f25a769e718ed8e5b92768b,pausa,play,0.85,0.0,deepseek_api,150
386,9e3a429a3947cd76dd4182c2ad5f0a3c5960b297cbf4609168e0439d079e8e70,pausa,play,0.85,0.0,deepseek_cache,295
387,ad226cfa9f56b8607eceeef2ffb78a5162d5ca2a8cc3ac6d96a2f4ab5ab5c7d7,stop,stop,0.95,0.0,deepseek_cache,317
388,07d2657af9d50a0faef11ca987b29db44c13b0352ac12dd4b149ca649862c1f8,pausa,pausa,0.85,0.0,deepseek_cache,300
389,f65722bc3f67670f4162c1130226e2fd66d0484ac988bff4212fd8b17d7fb6a5,pausa,play,0.85,0.0,deepseek_api,150
390,7779c8b9854766029e0490d846487ff2bf204d8015f67966f8995b249c030999,pausa,play,0.85,0.0,deepseek_api,150
391,dc0e31e3408c4fc6d42d97ae0b2db33a63b5dfce584be718d6e6d3045383fd21,pausa,pausa,0.85,0.0,deepseek_cache,256
392,ab50225667da344efa91077b60154d93f754ee4d80eebda11a1b673d10c871b7,stop,stop,0.95,0.0,deepseek_cache,275
393,37d1d017e48e6e97d120b7d0ecd79caeff02111d9f5d236c0a80c9a2ca374c64,play,pausa,0.85,0.0,deepseek_cache,267
394,02528b69308c856a27976ae4247701a355d2722d10fd2e159869356dc5d958b5,pausa,play,0.9,0.0,deepseek_api,150
395,d0d0476625b205100e5b3bcda5c2032dfc85a80bceea8dff3e5bd065e6a0a81a,pausa,pausa,0.85,0.0,deepseek_cache,337
396,ca3dc08dc41c6c90877c73ec5a34eb4154d654e3334fe2a0a84862dee37142d8,pausa,pausa,0.85,0.0,deepseek_cache,327
397,03d5c68a78e51945763aa0e1f12b0421dac08a15fd39c37f9fbc52785a6436e4,pausa,stop,0.85,0.0,deepseek_api,150
398,e4ab9680e6ba1db96eea58a727f68b4781115d8598ebd80af4ebff84bc65d0fa,pausa,pausa,0.7,0.0,deepseek_api,150
399,22a8a59b64a1eb5fec172c3c74114bdb6fc31f0c8bd67bf0a01a84fb81d8ebe5,pausa,pausa,0.85,0.0,deepseek_cache,411
