text_hash,text,thesis_class,severity,pred_baseline,conf_baseline,source_baseline,pred_var1,conf_var1,source_var1,pred_var2,conf_var2,overridden,var2_agent_label,is_holdout
0921d9615ddf476c65baf00b36b5f08f7e3338ce48884fdd2df88eb9186c2dec,[1.7][compiler] DisjunctiveTypeReference#resolveType(..) does not set the value for DisjunctiveTypeReference$resolvedType,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
d7c0bde7bd2d5027c392d0ae1ce53a9e40b7c111d07f3477d4940c9365048f52,Flaws in download cancellation checks when switching the private browsing mode,pausa,major,stop,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
b0565092ce936a2bba23e1dfc0a6ea0e18134417beb47610795a93da6767b2a7,combo.setItem dispatchs a ModifyListener event with empty text,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
a70e1fba59e0b67c8a5379fe0ac795ecd8d6259281143d0832f812a2dbb9181f,Thundirbird 3 AND Firefox freeze when you drag a mail attachment over a Firefox Window,stop,critical,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
e2e69148f4d375ce840b9fac3976fa3f7bb05601f33e9a70cd79b40cfaac9915,:-moz-lwtheme incorrectly depends on the lwthemetextcolor attribute,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
4316542bd62faf96c9ddc2570dcaa47aea78ef76afb99f56e6531818e9ca6aa2,"Thunderbird Bloat & Mozmill tests - Assertion failure: !connections[i]->ConnectionReady(), mozStorageService.cpp:852",stop,blocker,stop,0.95,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
257d58c855532aca2ac019b25c2cb7f3fc001aa2892caadbbf5586dcee02c4ea,Wrong reg key used in Installer shell icon handler code,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
94dfa339be0b8c69bd55cd2d9e34b4c394fd6b88e583a7ebb29dca5160a298ba,make deep abort danger more clear and present,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
5b385dbd4face4399e31322df5641e7e62a4b12795fdea1b163eb44e2129ca7d,Rerunning configure causes the world to be rebuilt,pausa,normal,stop,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
a7172dbe97ae9fca83c490d043bde1ebe789d5f3f5f2867e1d9090dbe32bcc83,TreeItem.getExpanded() does not work on Windows Mobile 2003,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
83de58e4b79fa9d6807e9afc2ddcd5c9e1bc6fd2695a122a8a3040041e92b06a,Adding +DUP to quicksearch returns no results,pausa,normal,stop,0.95,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
e126e26c714bfaf7663096006dcb8e513dfaa39806c468464af77cd431db7c3f,makefile.ref creates a C-incompatible spidermonkey lib(need more -fno-exceptions),pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
2dc84e02ae71cac1a327a65fcecb414016b3ffd03e3c419c2d664aef608cd81c,Implement Object grip actor message handling,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
92f773c386ee72241452256bf463fc1abbbb207514bfdae8e3fe0cbc5a3de900,make package fails with safe browsing disabled,pausa,normal,stop,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
1f0f4db9013f1eb6829aecba28dccba467e0057cf06dc8326dd29cd80af6b266,Most Visited item in Bookmarks Toolbar does not use a smart search icon,play,trivial,pausa,0.75,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
c2e817d6f3c970b051b58b5747247166e5be85c66d0a145c6547e2006755ed97,"elfhack Makefile using order-only prerequisites, not compatible with PyMake",pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
aab65ec304751fdaf81faf289716c5b6fb98a600af8a97ad6b087a47a9b83a13,"JavaScript component does not have a method named: ""folderAdded""' when calling method: [nsIMsgFolderListener::folderAdded]",pausa,normal,stop,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
5e27ea3824b4919896f5798742f07466b32826be9f153a960d43d00d0d7437c2,Implement PositionOptions::maximumAge,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
16f2160e72c9ebb3e8b89072fd90185e8a9aa06bdaa0e97073d3ff2b493bf0ec,"Drawing round rectangles, DND and antialias vows",pausa,normal,pausa,0.6,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
b2d957f5eb92fb0773403a0efb4394b19269d8b1d0e79abbb7bcc0e335a2923c,Italics for UNCONFIRMED bug links are hardcoded in Bugzilla/Template.pm,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
9cc5035ad60603f6c3f30e49c7864410b78fb6bac15f0446d98554841950f20c,Missing spanning rows in print preview at page break.,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
1f464cfedc6c0995dc47aab142139a846c9c4d3424199cc208ff91cbae53e119,Remove dangerous uses of vanilla (throw-on-failure) |operator new|,pausa,normal,stop,0.95,deepseek_api,play,0.75,crewai_cache,pausa,0.85,True,play,0
c1eb414f80c0371279b4da313a77cfd1eb400f9c7ca30d0a7db8ae1d49abea6b,nanojit: improve int32 and int64 constant generation in X64 backend,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
3803e33027fbae562673bc69c1d54199a15d569afc0fd78f2259551329eb5c89,Location bar tooltip shows shortened URL when full location bar address is not visible,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
4078eabccb8d2b09ebd92730aea2de548c5f29369d981360a5e9e0cae3e916e2,mochitest with extra whitespaces for nsIAccessibleText,pausa,normal,play,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
78be80d67f15765d18ea2070d4d24cf6c169bf7b9600962c9a3cb1f091e7d35e,TB-IM: conv-top-info unreadable with Ubuntu default theme,pausa,normal,pausa,0.75,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
c4f8002b58a4a62b85a51cf813f762efaa240aa9d4acb476766804b29205909c,GCLI requirejs tests log when they shouldn't,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
cf9f33f2901653672cdbdfd1d324332108a56ed4ed394f5b33ec9a113cd39e4a,Window loses focus on Growl notification in 10.6,pausa,normal,pausa,0.7,deepseek_api,play,0.75,crewai_cache,stop,0.85,True,play,0
fc86a1b64068397448a81139f4b4954a724a2628531168932b4437f3a94dcc0b,problems view quick fix: dialog should check resource by default,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
f09b4758af99925fba656e45185d3716cacb6742a4796107612836fda0332a0b,keybinding doesn't enable 'Use Step Filters/Step Debug' action,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
94e53428e5da95696b0e513e88383c0bb528416a1674c2e5982d249a6373b148,Javadoc and Manifest in org.eclipse.core.resources are not valid,pausa,normal,pausa,0.75,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
8befe2ebeaa8ef6ea89e140bc97bd3740f239fa4938ffb0e8cd57c0df204d639,[meta] Final theme work before RC1,pausa,normal,pausa,0.65,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
d661ea2c83d44d137f448421cb0a7e8403a7b0fc714f8f9c115b897b57123bf6,fix build warnings in nsNativeThemeGtk,pausa,normal,play,0.95,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
e0eb90c6938cc0213974812ab91a55871687ede0d62630da977e35a024ff4a84,White strips down left and right side of main mail window.,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
4b3e5959f588e29dc6a49bdae1d2462b1a257db837e835ce9a3854f076b509b2,Implement toast notification support,pausa,normal,play,0.9,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
83dfc7b796f35e9f5c58c7fab8d126b656aea18eec6cb5a49e1fd42f70c8cd7b,deterministicgc() causes a leak,pausa,normal,stop,0.95,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
4d61f383ee670a1b548759395ebde435c851d4683f2cb9451f23d96b758b7d47,fix JS_GetFrameScopeChain so that it doesn't GetScopeChain and leak scope objects to Firebug,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
c55f661ede9428b6aaf28e214362c7f181576a4bed26057fdafa9ac058c116fa,Should not be able to open the same draft multiple times,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
790d2fc54f352590b0233038db0cd18ed4376b415ee12e2d0e88be477abd4ce6,nsSVGElement::ParseAttribute doesn't return PR_TRUE for new style SVG strings,pausa,normal,play,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
0d5d9daaaa2c9e6fe697fef7990fac2bd22c073f2df820b348380589550df033,web-based protocol handler defaulting in mimeTypes.rdf,pausa,normal,pausa,0.75,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
3c4e8450147df5f1fddc0d5af0b04e38e041f0517f851e759da177f6d48276c3,Closing a hidden editor,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
c75e4e29b1ac053fce58bb8d8c06a0ec422b4387901cae92f6abf642792ae228,IndexedDB: Don't put windows with active transactions into the bfcache,pausa,normal,stop,0.95,deepseek_api,play,0.75,crewai_cache,pausa,0.85,True,play,0
bf23019e3f0f0389498472c1b560d71c732de4bd034b54affa61745490c59540,"Bookmark and History sidebar ""titles"" have too much padding and is not aligned with ""Search:"" below each",play,trivial,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
20768a24094fea993dca6801e66f07294023eeb30a7a5829f69be5177c1c2930,"""No such debugger"" pop-up window appears when attempting to debug a C program",pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
43bc9e7111b85663bb7d0d52dfbff497b1d2cb67366e39974980406a8689fade,The textarea element is sometimes rendered improperly after page scroll,pausa,normal,play,0.85,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
078a25e5184a253f3c12eb35f0bfd6686483cf48bc0d52bfa52cf76c0e8ebfa2,Replace deprecated bookmarks dialogs methods from the codebase,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
a8864f87f512dc4256f20efd6ce9f91dbf083ec3032c8a5f0e5da33b60b7dd81,"[Change Sets] Enablement of the ""Add to > No Set"" action",play,minor,pausa,0.75,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
df91360fe4199fab490893652b27d79889b1059840985512014877f0047cad60,DMD: cache calls to NS_DescribeCodeAddress,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
a1ba00ed858e4d9f8e8ba2bee484bd065794c38a694ff99e9e5ac42ba1bb89ba,"with -moz-resize:horizontal (or vertical), no resize grip is visible",pausa,normal,pausa,0.7,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
bff1b2cb06bd9a5d2a2aaccb0a8d80f286ead842c0fc8a600d9a2c1fb4515509,[preferences] Add options for new FORMATTER_INSERT_NEW_LINE_AFTER_ANNOTATION_ON_* constants,pausa,normal,play,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
c7c6867d1bd1295fbec5aed1325ca155487dd865f9b9c109892be8d38d3e901a,Allow SessionStore to save/restore referrer field,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
2fa31ca7fb4abb0c94a521eace7a87775d46c4d008ea453b1ae2a3cad6facef6,"JM: ""Assertion failure: -int32(uint8(-distance)) == distance,""",stop,critical,stop,0.95,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
8964f187b2713616966c1f37532dadf07389ab5e07de6e1567afa554b5e96cec,conflicting dependencies between jdt.ui and eclipse.platform,stop,critical,stop,0.85,deepseek_cache,play,0.75,crewai_cache,pausa,0.85,True,play,0
af5351f6169d7313470537750bb49c9a571dfaf8d92f59dab5d02057bca389d6,Leading spaces are not preserved when pasting comments,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
8e2aac88c2bf2c9268af13319e6532998c9610b08cc5d2b911d1a34c10d73ad6,libfishsound should check return values of vorbis header decode functions,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
5c7f8840cd640516902647cd74d35380e2d139f6447c5ca84c2d331f4d74c0b2,"""ASSERTION: NS_BLOCK_FRAME_HAS_OUTSIDE_BULLET flag set and no mBullet"" leaving page with list item split across columns",pausa,normal,stop,0.95,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
f2db3eb5077966ab9c32185a3cfe901da90f3c93c668731033ad1d9cce5aaab7,Implement Security UI Telemetry,pausa,normal,stop,0.95,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
eaac27faa5dc9a64612c86569ed7fa7bf1d9e9cba474fafe39cd88d93c36bbbc,ProjectionViewer.deleteTextRange (cut operation) replaces text range with null,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
2189040f771a50d85e4b8b8185ef5211a64d452db8ae66dab59f3cb42156c5c5,"Memory corruption with <tr style=""display: inherit"">",stop,critical,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
312bfbfe1acc6b2c3ff39cb55adc03a69090d76adf0e1599d7327f44df15588c,Support alternate source attachment layout for JRE detection,pausa,normal,pausa,0.7,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
f780bd02a2874ac5384ed1137dae5f528c6877fd5672e83c3340277d4fcd442b,Remove support for Irix,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
e98a772a1e0df357911c12d41b3d9e6f19e6369219ba67d44ad0e274ae082358,"New ATK: expose new action for images, to open long description in a new tab",pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
fb68b66c15d7eb6e34cd4a8175ca357dc738990ee62ac7f77c848d5ee8d07f1e,remove ellipses from reply and forward in message reader,pausa,normal,play,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
95100536e9cc3399a2f22fa1a1c5e18a69ba139f870fbe3de7ced1f01ec718fd,"moz-do-not-send=""true"" in HTML signature gets ignored when composing emails",pausa,normal,stop,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
11ef8f3300ff8768163a9d38f8f02d9317296c0e79564da834a6a55926d9a857,egg-info directories checked in the source tree,pausa,normal,pausa,0.95,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
6f077b5176e8dabc622a4c6a7d24588b8f89556d70b4a046c95f65052dd20815,Linkify the tag name in the confirmation message when tagging bugs,pausa,normal,play,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
0882e3d4dc3a214640501eec7159a8cc5b55c48aac4f11d80aa0900707daacd8,[TSF] nsTextFrame has to draw composition string by TIP specified style,pausa,major,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
1af8cedd0b4c7e282755e2bda9702387c802c40a9e709361817bcbed1fb88e30,Mac scrollbar rendering extremely broken under complex transformations,pausa,normal,pausa,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
ab1d026695d075009da5d80f893df53ed1350b3357157da5bbd9767a5d9c1f70,Exception in Combo.dragDetect(),pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
24be95bbad0c65ef58a4fee89696cc629e0feb1302cda210938ed94ba1ea2c62,"Intermittent failure in test_tags.js | [Exception... ""Component returned failure code: 0x80004005 (NS_ERROR_FAILURE) [nsINavBookmarksService.insertBookmark]""",pausa,normal,stop,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
79fe8fed852b1c27af8e0efc3e5f8938e81780684d07669a917193f252688733,address list won't resize smaller once made bigger,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
30f2f38e693f571970ca7eec8c85d902ddffd655cf98d57673f3173a0ab1c604,"nag-screen ""multiple errors have occured""",play,minor,stop,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
054a02c0458463c056eae1a13c6afed93ebdf275acd2f9341b33b4cb1678637a,IndexedDB: unopened sqlite databases don't count towards the quota,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
7ea7e774e68d31b9aa24f5ef3f538bf4ef72dd01a5612662df55605bd50e0fb4,ActionMonkey: remove gcPoke from js/src,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
7d2457318732ecac6a1e3bfce38f1ab2d11d495f381176874a73ee2a3390aa1d,Two failures in the BatchCompilerTests on MacOS,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
41fe57eedde9120aa6a906e899c6e7aef9c55cbfda7000aaa48b0f041c629323,Source Editor should automatically set up Undo/Redo key bindings,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
76849d9c9767d1941f66a158f8f92e0d4a0db8ddbfc077a340ebfa6f813b7285,"""ASSERTION: Unexpected left/right/top/bottom unit"" with getComputedStyle on ""position: relative; left: 3ch;"" element",pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
9968a6914f1ac3f7bd3bd86a3e22037806fa24e771224d0c68a2a68a4485e333,TM: Global Object created in xpcthreadcontext needs its own compartment,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
9b7531747f2c67fbcc42c2558a2ebb37d25caa210b32e831b4f76e9f479619bc,"Intermittent test_cached_messages.html | number of cached page errors - got 1, expected 2 | Test timed out and a leak",pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
8700e20ad910014504582e0b3b5a6849d0168a2460723b274b962ea9da84eb51,removal of cx parameter from IsAboutToBeFinalized,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
a688f5425c26a6fb4e7ba1a5e2c7883626070f0ffb2467f46386957a3221ac6e,GetCellDataAt callers that expect an error if no cell is found are wrong,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
2eed7068a10aad6f74b05cf3756cfaf4e15176358853d177acdcf40b1094af08,Panning feedback crash [@ CWindowFeedBackAnimation::RestoreDisplacedWindow() ],pausa,normal,stop,0.95,deepseek_api,stop,0.75,crewai_cache,stop,0.75,False,stop,0
9012cc4085bbe5c5cb4e7dd5688878dc303be06e233dfaece8235b7af022b90b,GC hazard during global object creation,pausa,normal,stop,0.95,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
ebca99b4e45a0ec70fb730bacafcd10031e6517b9b89ff021bb4b7a9cb19766a,Log the id and classes of an element in cycle collector dumps,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
76d0e4b44fbd50287c58f93991cf22c8bf75ffacc641c4917e488eb6ac6dfabd,crash in NS_strlen with SEO Toolbar 2.4,stop,critical,stop,0.95,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
fb3a020fc6d534aabdeee9bef42129e9355eeee66f2ab3a180749cc58701807b,canDrop isn't called when just the drag and drop action changes,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
b601d8fb65cb053920c3e134f3de149011a59f15a966f639435603c8343f378e,Add drag and dragend events,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
c6a735cb809dcd4a6462dada289ed44ea04fd984e9df1c81e2bd5e812ea66e7b,Kill navigator.securityPolicy,pausa,normal,stop,0.95,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
abb1771a66f85cc3ff7e68deef6abf96b0f6427f5e1569aee4893103af8c3982,"""ASSERTION: unexpected disconnected nodes"" with full screen, selectAllChildren",pausa,normal,stop,0.95,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
b2c5114ea9bc86274267f1a83162701b9b40041ec12d1de78a6102ffee1e4385,Occurrences in File does not work in class files,pausa,major,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
178909a6e146ce938cc961b05c4f3c086d0bcb06a4f623f50055a63612e033ed,Alt/Ctrl+Arrow selection (select by word) behavior has regressed,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
1492a1c6d9ebbb5a8bb95fbddcf09058742d99b815fb45a029b53f94e71da7f1,HTMLElement.getElementsByTagName broken with foreign children,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,stop,0.55,True,pausa,0
34bf9c326c08790688d89b36b496c52e9339e2bf82e06f94bca42edb9f37ae6c,Setting SELECT's innerHTML with empty OPTGROUPs with @label will cause Firefox hangs,pausa,normal,stop,0.95,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
163672df4d2fa4877375bdc995c1ba48cd548386d7f1f5b5b548e9f9b8a12adf,Unterminated HTML entities sometimes rendered,pausa,major,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
5c5048ab5587f8768830e1eca315febbbd176879c918bbcddbf0eba721f2bf69,TM: Emit JSOP_APPLY for .call(...),pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
3c6b31bdf010c00c54723e08aa5f6e5ed6a8c30f471c0f7e0354cd8794335344,Remove support for image-sniffing-services,pausa,normal,stop,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
b5ecac7b34a1a1075fe4874535254b206ad5512c7e279ba108a436d6634830d7,"Open ""livemark name"" ignores middle click",pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
7e59aec32a35cb63d6c4c6ac35fdf87a7b19315c9f0b3b56afa8f55ede8d6e3f,"""ASSERT: Can't serialize: file doesn't exist!"" at startup",pausa,normal,stop,1.0,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
5038fd3290cc7bbec4ac4640a70d2200097d887006ce6f7b0dd9c9fa8f325a33,Help TOC stalls and loses synchronization when an empty <topic> is present,pausa,normal,pausa,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,1
a36c562436028006f3f931abe4f20ab448cee1f5412d8b352f01041869382ba3,nsDocShell::GetExtendedOrigin returns false instead of NS_OK,play,minor,play,0.95,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
69860f3fb6b44a1afff5e38d13fc7f909ab7ddb029e22c2d94690eeba903f45e,glob is used uninitialized in XPCJSContextStack::GetSafeJSContext when JS_NewContext fails,pausa,major,stop,0.95,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
317cebcc884449e17b6cbb2b7a92a38d1a6f8e9a7eb88f41c5ed6563e623e066,search suggestions passes wrong previous result to form history,pausa,normal,pausa,0.75,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
62598dd1638dae3538b77df625d966210f0576f2e5ed200a1086a93e80826c84,Add Set/ClearFlagBits API to gfxTextRun,pausa,normal,play,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
fbf5a9d86b0435c0c2720a64c4a39c6ffe665671daab502e1ff5e0ce25531a82,remove the two blockChain hacks,pausa,normal,stop,0.85,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
9d02dca510ffeb3d4449b4a25a6edc34677af32d2afa161a177b8343fb47b3a9,Inspector highlighter panels for partially offscreen windows are leaking out of bounds,pausa,normal,stop,0.85,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
1adf80ca43d917e520f8a1fb9b09fa256608e2731ac706a91707ca17183eb29e,cannot configure keyboard shortcuts to use Meta modifier instead of Alt,pausa,normal,pausa,0.75,deepseek_api,play,0.75,crewai_cache,play,0.75,False,play,0
32ea74afd7376a08a8d3c28bdcff46d75bc65f13678357a44dfa7da0e4f53d52,LR Parser's action class CPPBuildASTParserAction throws UnsupportedOperationException by its function consumeDeclarationSimple.,pausa,normal,pausa,0.7,deepseek_api,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
aa24c2d21c50879261603984bad34075069af1bddd56d6a3c972090b21aa0cad,JSDGlobal not updated for strict property setter,pausa,normal,pausa,0.75,deepseek_cache,pausa,0.45,abstencion_fuera_piloto_d5,pausa,0.45,False,pausa,0
